Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
ETH,2018-02-08,806.536,818.069,845.086,791.297
ETH,2018-02-09,899.807,806.536,906.034,799.258
ETH,2018-02-10,818.451,898.581,913.346,813.108
ETH,2018-02-11,847.771,818.451,854.143,791.012
ETH,2018-02-12,852.951,847.771,875.204,839.282
ETH,2018-02-13,852.05,852.951,854.46,829.191
ETH,2018-02-14,937.988,852.05,937.988,852.05
ETH,2018-02-15,931.282,939.233,951.342,915.184
ETH,2018-02-16,966.12,929.444,967.44,919.165
ETH,2018-02-17,958.569,966.12,982.933,958.569
ETH,2018-02-18,933.128,959.883,961.767,915.445
ETH,2018-02-19,953.288,933.838,957.777,928.933
ETH,2018-02-20,884.42,951.824,965.265,878.328
ETH,2018-02-21,860.26,883.342,902.699,830.563
ETH,2018-02-22,846.845,863.121,875.926,794.791
ETH,2018-02-23,875.513,845.224,886.318,837.593
ETH,2018-02-24,844.86,875.11,876.572,818.55
ETH,2018-02-25,856.866,845.5,860.975,823.114
ETH,2018-02-26,876.038,855.432,880.392,842.319
ETH,2018-02-27,888.402,876.234,896.259,872.528
ETH,2018-02-28,860.857,887.7,889.012,851.92
ETH,2018-03-01,873.699,860.629,880.302,860.239
ETH,2018-03-02,864.679,872.956,876.064,852.422
ETH,2018-03-03,848.463,864.818,868.299,847.193
ETH,2018-03-04,868.916,849.426,868.917,840.28
ETH,2018-03-05,847.965,868.916,869.92,840.741
ETH,2018-03-06,813.011,848.478,852.143,809.931
ETH,2018-03-07,744.534,813,814.252,726.547
ETH,2018-03-08,664.342,744.861,773.767,662.125
ETH,2018-03-09,738.324,664.839,748.031,648.107
ETH,2018-03-10,685.044,737.501,744.443,668.123
ETH,2018-03-11,716.613,684.448,735.831,683.445
ETH,2018-03-12,695.532,716.098,742.514,683.268
ETH,2018-03-13,701.269,696.112,713.735,682.35
ETH,2018-03-14,591.096,701.027,701.027,579.505
ETH,2018-03-15,600.368,590.825,620.616,579.512
ETH,2018-03-16,597.817,599.396,623.168,594.565
ETH,2018-03-17,521.624,598.368,609.151,510.997
ETH,2018-03-18,530.252,521.033,556.235,460.088
ETH,2018-03-19,555.856,528.545,558.1,519.123
ETH,2018-03-20,564.488,556.172,567.09,521.204
ETH,2018-03-21,572.542,567.941,589.607,550.572
ETH,2018-03-22,517.185,571.339,572.87,513.306
ETH,2018-03-23,541.707,516.692,545.382,512.127
ETH,2018-03-24,521.724,541.011,545.041,517.24
ETH,2018-03-25,523.52,522.231,535.821,515.659
ETH,2018-03-26,463.19,523.022,524.238,463.19
ETH,2018-03-27,450.538,462.14,471.031,444.861
ETH,2018-03-28,443.373,450.991,466.211,443.373
ETH,2018-03-29,378.868,442.729,442.729,368.778
ETH,2018-03-30,411.018,379.093,418.468,368.633
ETH,2018-03-31,396.412,409.774,412.837,392.953
ETH,2018-04-01,383.916,396.313,397.334,363.805
ETH,2018-04-02,391.748,384.774,395.171,380.376
ETH,2018-04-03,405.765,391.986,418.968,391.986
ETH,2018-04-04,373.281,404.837,408.69,369.816
ETH,2018-04-05,379.748,375.726,387.716,375.628
ETH,2018-04-06,380.796,380.199,381.437,366.911
ETH,2018-04-07,387.714,381.17,393.059,379.189
ETH,2018-04-08,409.585,387.916,412.393,387.182
ETH,2018-04-09,399.745,409.752,429.251,390.61
ETH,2018-04-10,413.486,399.854,417.725,393.879
ETH,2018-04-11,435.394,413.051,437.166,412.471
ETH,2018-04-12,489.661,435.551,498.335,417.413
ETH,2018-04-13,506.973,489.057,526.47,484.004
ETH,2018-04-14,509.939,507.672,515.239,488.279
ETH,2018-04-15,517.333,510.413,534.197,508.581
ETH,2018-04-16,506.427,517.118,518.303,500.25
ETH,2018-04-17,506.94,507.185,518.031,502.564
ETH,2018-04-18,534.342,506.978,535.63,506.072
ETH,2018-04-19,573.796,534.119,583.994,529.479
ETH,2018-04-20,609.413,574.361,618.715,560.283
ETH,2018-04-21,602.142,608.63,621.888,578.55
ETH,2018-04-22,634.939,601.577,640.767,601.067
ETH,2018-04-23,667.432,634.826,669.105,630.682
ETH,2018-04-24,683.127,667.645,708.875,667.345
ETH,2018-04-25,618.484,678.705,678.705,600.212
ETH,2018-04-26,655.692,618.753,663.181,618.385
ETH,2018-04-27,663.8,655.14,684.868,644.646
ETH,2018-04-28,693.961,665.489,697.756,665.151
ETH,2018-04-29,687.262,694.277,695.386,670.513
ETH,2018-04-30,646.964,686.07,691.233,637.54
ETH,2018-05-01,671.417,645.906,677.109,644.344
ETH,2018-05-02,717.994,672.698,717.994,671.149
ETH,2018-05-03,772.539,718.103,784.341,709.831
ETH,2018-05-04,801.875,772.333,803.746,770.818
ETH,2018-05-05,827.905,801.486,835.057,799.815
ETH,2018-05-06,753.517,827.731,827.731,747.25
ETH,2018-05-07,769.821,754.131,774.249,710.178
ETH,2018-05-08,727.918,770.301,770.812,724.574
ETH,2018-05-09,757.211,725.545,759.793,718.472
ETH,2018-05-10,732.901,756.989,766.748,722.552
ETH,2018-05-11,679.977,732.083,736.977,669.825
ETH,2018-05-12,684.785,679.792,691.411,644.066
ETH,2018-05-13,703.981,685.107,741.312,675.319
ETH,2018-05-14,729.895,705.49,742.17,695.792
ETH,2018-05-15,687.973,729.275,739.052,682.541
ETH,2018-05-16,713.386,687.378,718.833,684.308
ETH,2018-05-17,673.3,713.559,713.941,663.809
ETH,2018-05-18,695.009,673.546,695.594,671.915
ETH,2018-05-19,706.022,695.888,715.578,686.791
ETH,2018-05-20,713.5,704.827,723.753,704.291
ETH,2018-05-21,690.107,713.5,719.278,687.044
ETH,2018-05-22,644.311,690.326,698.403,632.599
ETH,2018-05-23,595.5972994,644.205,646.095,567.3865106
ETH,2018-05-24,601.6164347,595.6055545,610.818,555.8050754
ETH,2018-05-25,585.7910358,601.6164902,617.186,569.5399996
ETH,2018-05-26,580.6514361,585.762295,606.175,576.040294
ETH,2018-05-27,570.9259435,580.6512813,591.460312,558.6254361
ETH,2018-05-28,525.1807399,570.8590321,575.956,507.814045
ETH,2018-05-29,568.5415693,525.1806856,585.0656841,514.7569643
ETH,2018-05-30,562.1821832,568.5415693,575.3873252,541.8267639
ETH,2018-05-31,570.8657402,579.7141096,583.9069975,566.4012733
ETH,2018-06-01,577.2573643,576.0752236,585.5363156,562.2638804
ETH,2018-06-02,591.3811229,576.4815097,597.7476358,571.2424853
ETH,2018-06-03,618.302767,589.8627466,627.7154531,589.3547244
ETH,2018-06-04,591.5490749,618.2343396,625.1332385,579.8021362
ETH,2018-06-05,607.829423,591.5490751,613.9521871,576.5613802
ETH,2018-06-06,606.18,607.6,612.3695594,567.5285926
ETH,2018-06-07,603.56,606.18,616.62,595.02
ETH,2018-06-08,598.59,603.56,607,592.69
ETH,2018-06-09,593.41,598.59,608,591.84
ETH,2018-06-10,525.24,593.41,593.41,505.2
ETH,2018-06-11,524.0590803,511.5615689,524.8697273,510.9377795
ETH,2018-06-12,489.9241164,530.7786837,537.6389933,486.6559693
ETH,2018-06-13,475.9563347,489.9234708,501.1681452,450.7542755
ETH,2018-06-14,512.9190714,475.5878043,522.6306857,461.8981273
ETH,2018-06-15,488.3687531,516.7507829,520.076118,486.4372745
ETH,2018-06-16,500.0207313,488.3688244,502.2815664,483.9860361
ETH,2018-06-17,498.8184644,496.4411408,506.9781328,493.8980482
ETH,2018-06-18,516.8910223,496.4476117,521.5391257,487.6635545
ETH,2018-06-19,534.7978411,516.967721,543.4301512,514.351872
ETH,2018-06-20,534.2355789,535.5706358,538.9510421,517.1875163
ETH,2018-06-21,524.5293003,535.3268278,541.0882148,520.3566255
ETH,2018-06-22,470.3616439,524.5268059,524.5324498,459.4532097
ETH,2018-06-23,477.9411747,469.1936168,480.0134847,450.0692789
ETH,2018-06-24,462.3994713,477.9640503,477.9640522,437.1716051
ETH,2018-06-25,459.0803912,463.7088698,466.3109651,448.8502318
ETH,2018-06-26,436.042235,459.6988427,460.97614,433.9933195
ETH,2018-06-27,434.7699917,437.2443227,441.5424189,416.5961618
ETH,2018-06-28,421.9666672,434.8822937,442.5593934,420.094468
ETH,2018-06-29,429.1666217,422.123694,430.5235999,400.2496339
ETH,2018-06-30,431.3976063,428.7268444,455.0066353,422.3135481
ETH,2018-07-01,440.7371841,437.3199168,455.1000879,424.6658173
ETH,2018-07-02,469.0499411,440.7354999,476.0864972,434.905102
ETH,2018-07-03,444.4693275,467.3425525,482.3610387,443.7309813
ETH,2018-07-04,400.6601287,443.1781179,479.8307173,398.0929952
ETH,2018-07-05,467.6379308,400.6602054,472.4024693,366.1234432
ETH,2018-07-06,469.3,467.35,474.99,451.69
ETH,2018-07-07,468.5140721,468.2244217,472.9963413,459.7077961
ETH,2018-07-08,490.2092957,468.581949,494.8179251,467.6026454
ETH,2018-07-09,476.6778612,490.2092957,490.2098722,472.6949168
ETH,2018-07-10,437.8051692,477.0675979,478.4279586,429.0429491
ETH,2018-07-11,440.6431414,432.2055234,447.9718495,425.0363903
ETH,2018-07-12,424.2814104,444.830213,445.0192897,423.1055558
ETH,2018-07-13,432.8,430.57,442.4597618,424.94
ETH,2018-07-14,433.4045742,433.9656693,439.9205816,428.8062537
ETH,2018-07-15,449.827529,433.5102116,455.3552542,431.1869292
ETH,2018-07-16,475.4163206,449.867662,479.872385,444.7992657
ETH,2018-07-17,499.6780592,479.6807263,510.0291469,465.9895715
ETH,2018-07-18,480.6790499,499.6777023,514.504094,469.9111608
ETH,2018-07-19,469.2643809,480.6786072,483.6858506,462.719959
ETH,2018-07-20,450.1085444,469.264572,471.90686,440.9853759
ETH,2018-07-21,464.1531629,450.1374858,468.9558878,442.0350848
ETH,2018-07-22,457.9176406,464.4453853,472.2295587,454.588846
ETH,2018-07-23,450.5578227,457.7700251,469.9706328,448.0036714
ETH,2018-07-24,476.8981975,450.5396311,484.2197738,447.528817
ETH,2018-07-25,475.1970813,475.9993795,485.2349192,464.4126825
ETH,2018-07-26,462.6938104,475.5910345,484.9525919,462.0706386
ETH,2018-07-27,472.4247446,462.8697214,473.8373157,456.9783915
ETH,2018-07-28,466.8324427,469.4606847,471.9852431,461.0283576
ETH,2018-07-29,465.7744995,466.785409,471.8536875,461.6855438
ETH,2018-07-30,455.5215743,466.3782722,469.2795858,446.4605837
ETH,2018-07-31,430.6546991,455.5214424,458.2524242,428.0229517
ETH,2018-08-01,420.8337079,432.29408,434.9427154,407.6494872
ETH,2018-08-02,411.5598612,420.958663,425.0431961,408.0267501
ETH,2018-08-03,417.4339015,410.9269844,420.9480147,398.0176308
ETH,2018-08-04,415.4096661,417.4151233,419.7346985,414.5422871
ETH,2018-08-05,415.6028997,415.4160947,415.685191,415.1931818
ETH,2018-08-06,415.3476442,415.6029858,415.6749394,415.3123854
ETH,2018-08-07,380.437976,415.3475498,415.6036516,369.8729125
ETH,2018-08-08,366.8881165,378.436437,380.490726,365.1508458
ETH,2018-08-09,367.596849,366.9128389,367.6078102,366.848183
ETH,2018-08-10,328.7843935,367.5956694,367.5973192,311.0661492
ETH,2018-08-11,327.1062375,326.5351154,327.2832851,304.5724456
ETH,2018-08-12,319.3901246,327.1174434,330.0925972,313.8438955
ETH,2018-08-13,283.9345147,319.3901285,322.0859351,280.9548713
ETH,2018-08-14,266.2161521,283.6826056,285.4564463,250.4081599
ETH,2018-08-15,286.4645935,278.3864112,305.047173,277.6366249
ETH,2018-08-16,285.2719982,286.4643643,298.5543096,277.1662898
ETH,2018-08-17,315.4903177,285.9719954,317.9791868,283.0428734
ETH,2018-08-18,295.2530912,315.1321629,321.4708061,281.3943865
ETH,2018-08-19,301.3690628,294.1802387,306.9553313,288.7779958
ETH,2018-08-20,273.7707155,301.3690676,304.0556763,269.8468445
ETH,2018-08-21,280.3396658,270.5603643,285.7924613,269.7605038
ETH,2018-08-22,269.0130144,280.339917,298.5367675,260.0258163
ETH,2018-08-23,275.1806304,270.7733758,279.9958888,268.2458537
ETH,2018-08-24,280.5280263,276.189006,282.876455,270.0354185
ETH,2018-08-25,278.882836,280.807367,282.4929599,276.1754226
ETH,2018-08-26,273.4441079,278.8829999,280.5472334,269.3220048
ETH,2018-08-27,280.0060814,274.3541913,280.0060814,271.5359031
ETH,2018-08-28,296.4874529,279.988666,296.7295969,279.988666
ETH,2018-08-29,290.7130769,295.5506917,297.373118,284.1048102
ETH,2018-08-30,283.7533763,288.7171022,290.8270861,272.4200434
ETH,2018-08-31,282.252688,283.7534622,285.0744297,276.7690787
ETH,2018-09-01,295.2665416,282.2526879,302.0099396,281.3777366
ETH,2018-09-02,293.1154634,295.2664416,299.1322693,289.5806111
ETH,2018-09-03,288.8294571,293.0773286,296.4932234,286.0083272
ETH,2018-09-04,285.7017058,288.9910977,292.5939913,282.8331278
ETH,2018-09-05,241.4980125,285.425073,287.9016066,238.9544646
ETH,2018-09-06,227.1030723,241.4886515,243.4368212,211.0868129
ETH,2018-09-07,215.9792155,229.7747615,234.5960754,213.7322235
ETH,2018-09-08,194.9635634,215.9775888,219.9909919,190.0956063
ETH,2018-09-09,194.5894182,196.958066,208.6922787,185.2035273
ETH,2018-09-10,192.4379873,194.5893825,203.0866045,187.0485449
ETH,2018-09-11,191.7467557,192.4440646,192.6320088,191.3404578
ETH,2018-09-12,191.5202629,191.738436,191.7920569,190.4048234
ETH,2018-09-13,193.7431874,191.4901793,194.0032521,191.4901793
ETH,2018-09-14,194.4848772,193.7433016,195.5338959,193.3505958
ETH,2018-09-15,194.1911408,193.828529,194.7910031,193.6088107
ETH,2018-09-16,193.7440122,194.0915121,194.4076604,193.2319442
ETH,2018-09-17,192.5358077,193.7440971,194.0707182,192.2313846
ETH,2018-09-18,193.4390729,192.5358476,194.3054535,192.4358597
ETH,2018-09-19,193.3880219,193.2698534,193.6527721,192.5314642
ETH,2018-09-20,194.25753,209.81,227.34,192.7545791
ETH,2018-09-21,198.1301307,194.25753,199.6141855,194.1917548
ETH,2018-09-22,194.3920142,198.1296604,198.4049979,194.367284
ETH,2018-09-23,194.4580941,194.392012,194.6215501,194.1798967
ETH,2018-09-24,221.7447447,194.4575893,237.2780842,193.977036
ETH,2018-09-25,209.3312467,221.7448638,222.3515859,203.8025955
ETH,2018-09-26,217.8791006,209.3309096,222.764747,208.5145619
ETH,2018-09-27,228.9911605,217.8791631,233.976207,210.1777074
ETH,2018-09-28,217.3480245,228.9820056,233.9563623,215.4186562
ETH,2018-09-29,231.306701,217.3483147,237.6593974,213.9182591
ETH,2018-09-30,232.950445,231.306638,238.6778134,226.8280979
ETH,2018-10-01,230.3961795,233.0073175,233.5313865,225.0254979
ETH,2018-10-02,227.7244629,226.5259802,228.5818863,226.1335539
ETH,2018-10-03,219.08526,227.9781048,227.9788673,216.512415
ETH,2018-10-04,222.7394808,220.5890443,227.2909011,219.826221
ETH,2018-10-05,227.7409118,222.7395491,231.5448591,219.7397998
ETH,2018-10-06,225.0935629,227.8181831,229.3727101,223.3643157
ETH,2018-10-07,224.7099627,225.0935561,226.3567551,221.993344
ETH,2018-10-08,229.6834779,226.1428229,231.6071982,224.1935414
ETH,2018-10-09,228.6631765,229.6834779,230.5776104,226.5198154
ETH,2018-10-10,226.082983,228.662983,228.8487382,224.2000095
ETH,2018-10-11,198.9386008,226.5722952,226.6335247,195.9653566
ETH,2018-10-12,197.1067155,198.9379829,201.2919165,188.8850137
ETH,2018-10-13,201.4179528,197.1065619,202.6971152,196.3478207
ETH,2018-10-14,199.7879795,201.336707,203.5854254,198.1387234
ETH,2018-10-15,213.3377842,196.9117634,238.7821941,194.6728249
ETH,2018-10-16,213.2126115,213.3378688,219.6303881,211.5127377
ETH,2018-10-17,203.7579405,213.2124229,216.8762491,202.9240181
ETH,2018-10-18,198.4931997,203.8031121,206.6529644,196.80885
ETH,2018-10-19,200.2083266,198.4931997,202.0361442,197.0239431
ETH,2018-10-20,202.7111077,199.7950042,204.5144032,198.7751065
ETH,2018-10-21,201.9697632,202.3706867,205.5107637,201.8536654
ETH,2018-10-22,200.9975754,201.9697944,203.0402448,199.4490051
ETH,2018-10-23,201.1292118,201.0158811,202.4940838,197.770261
ETH,2018-10-24,200.4194894,201.142545,202.3503081,200.3892189
ETH,2018-10-25,200.2399671,200.5464758,200.960391,198.3299213
ETH,2018-10-26,200.1886816,200.2124857,204.3263485,198.7070196
ETH,2018-10-27,202.2917699,200.210525,202.4524761,200.006651
ETH,2018-10-28,202.7953465,202.4160163,203.5713611,201.4898074
ETH,2018-10-29,194.8325478,203.1788494,203.4123378,191.7326568
ETH,2018-10-30,195.6592733,194.8167596,196.7299371,193.8500695
ETH,2018-10-31,197.04379,195.6232281,201.0498093,191.9978317
ETH,2018-11-01,197.6120727,197.0173973,199.1038981,196.1866603
ETH,2018-11-02,200.2366085,197.6045109,202.1087126,197.5507369
ETH,2018-11-03,198.8207892,200.0975344,200.3921752,197.4171043
ETH,2018-11-04,208.8782948,198.8230193,217.0233341,197.6643252
ETH,2018-11-05,208.1085442,208.8783482,211.3735204,205.4973263
ETH,2018-11-06,217.0567251,208.285332,218.2208762,206.6812561
ETH,2018-11-07,217.3580437,217.0471093,222.7811799,215.2735182
ETH,2018-11-08,211.576354,217.0699725,218.6553371,210.5914279
ETH,2018-11-09,208.4317284,211.5759373,213.1839261,206.969002
ETH,2018-11-10,211.8943565,208.3995708,213.0927245,208.0938403
ETH,2018-11-11,208.7611236,211.0099338,211.8852581,207.2667666
ETH,2018-11-12,208.5602524,210.7339958,211.9604407,207.1080152
ETH,2018-11-13,204.0936778,208.5605908,209.0936663,202.9688278
ETH,2018-11-14,175.0018498,204.0655348,204.956053,169.9583109
ETH,2018-11-15,176.5338295,175.0102222,180.9357014,166.6484853
ETH,2018-11-16,170.9644973,179.3223967,179.7508631,170.0340649
ETH,2018-11-17,172.4227591,173.0264028,174.8068306,171.1658318
ETH,2018-11-18,174.284234,172.4072192,179.6217579,172.2452073
ETH,2018-11-19,146.5471692,174.2842246,176.6941822,142.5248829
ETH,2018-11-20,125.7555888,145.440268,149.9308202,120.6121737
ETH,2018-11-21,133.282179,128.1980514,137.4864008,122.2559953
ETH,2018-11-22,128.1883999,133.2389624,136.4927468,126.8352931
ETH,2018-11-23,122.6725869,128.1883847,128.2918744,116.7809326
ETH,2018-11-24,110.0448363,122.668773,126.0737821,108.570941
ETH,2018-11-25,114.1145074,111.222486,118.4747263,98.80054504
ETH,2018-11-26,104.3975846,114.1155443,116.7931259,103.272479
ETH,2018-11-27,110.2687594,104.3995033,111.1176147,99.85194025
ETH,2018-11-28,120.0311166,110.2603759,125.2017908,108.008305
ETH,2018-11-29,116.0877313,121.5909338,122.699184,113.3702996
ETH,2018-11-30,111.4911437,117.0061008,119.0906503,110.1265901
ETH,2018-12-01,117.6414342,111.5422556,119.276729,110.3872294
ETH,2018-12-02,115.4385357,117.0862265,119.3838,114.5406763
ETH,2018-12-03,108.0357964,115.4328903,115.7958059,105.2594212
ETH,2018-12-04,109.0668853,108.0424719,112.6342514,104.9790879
ETH,2018-12-05,102.1066863,109.0694289,109.6285923,101.4832581
ETH,2018-12-06,92.57817464,100.7172903,103.2491783,92.47784513
ETH,2018-12-07,93.27533106,92.56915175,96.39461135,81.30440612
ETH,2018-12-08,92.14089242,93.2807853,97.31457444,84.14618436
ETH,2018-12-09,92.415549,92.15240395,98.25587386,88.16887925
ETH,2018-12-10,89.52455656,92.99121105,94.76072731,87.61093077
ETH,2018-12-11,87.34211241,89.27535131,90.87556266,85.18332135
ETH,2018-12-12,88.70928092,87.36098904,90.80187373,86.08109731
ETH,2018-12-13,84.57517415,88.93250935,90.28829881,83.80931904
ETH,2018-12-14,83.36845577,84.58005464,86.00198978,81.2535855
ETH,2018-12-15,83.14924108,83.36815802,84.26226343,81.11072165
ETH,2018-12-16,84.22103608,82.89570375,86.51937301,82.87706272
ETH,2018-12-17,93.14244639,83.92688383,96.68859553,83.54991342
ETH,2018-12-18,95.33637204,93.1422018,95.95487119,91.6100267
ETH,2018-12-19,100.4732858,100.8824265,107.8674178,98.35157049
ETH,2018-12-20,113.2408047,100.4824039,116.8050018,98.68821913
ETH,2018-12-21,107.772416,113.2500362,118.4808865,105.4068104
ETH,2018-12-22,112.9109053,107.9724708,114.9122721,105.7809182
ETH,2018-12-23,129.9295019,112.9109072,132.490403,112.8786136
ETH,2018-12-24,140.9478191,129.4358906,158.4114026,129.2662015
ETH,2018-12-25,128.632904,139.0467684,139.8665927,122.1365482
ETH,2018-12-26,130.7066629,128.6478923,136.3263767,123.9157419
ETH,2018-12-27,114.7827176,130.4361857,131.8499358,113.9598581
ETH,2018-12-28,133.4127406,114.77978,137.6693494,112.7574349
ETH,2018-12-29,134.02,136.94,147.12,131.0313908
ETH,2018-12-30,138.72,134.06,140.37,129.18
ETH,2018-12-31,131.3735702,131.308627,131.5808613,131.2770605
ETH,2019-01-01,137.7276456,131.5821187,139.7195737,130.2060641
ETH,2019-01-02,153.9656358,137.7276312,155.1068019,137.2237202
ETH,2019-01-03,148.7968733,153.9655469,155.6874295,144.7769438
ETH,2019-01-04,152.873631,147.3248142,155.5245701,145.53419
ETH,2019-01-05,155.0953606,152.8733306,159.9726505,152.3269857
ETH,2019-01-06,154.580823,154.1942338,158.7781414,148.7547337
ETH,2019-01-07,149.6001646,155.7205699,156.843891,96.65129477
ETH,2019-01-08,148.9541572,149.5236865,152.6321401,146.4878362
ETH,2019-01-09,149.4467337,148.5117914,152.4764332,147.95799
ETH,2019-01-10,126.5650301,149.4466676,150.6208103,121.6887333
ETH,2019-01-11,123.5910351,126.5371878,128.8067578,121.3556451
ETH,2019-01-12,123.8033581,123.6304859,127.0693279,122.8037323
ETH,2019-01-13,114.9442239,124.3771183,125.2036302,113.1292871
ETH,2019-01-14,128.0799992,114.9442099,131.1185195,114.2667117
ETH,2019-01-15,118.5098662,128.0801296,130.0356932,116.8963345
ETH,2019-01-16,121.9013892,118.5100791,127.3818186,118.3190123
ETH,2019-01-17,121.687446,121.9623271,123.2277155,117.4122301
ETH,2019-01-18,119.200111,121.7069501,123.2127346,118.0183862
ETH,2019-01-19,123.5757733,119.2001575,125.644855,119.1326427
ETH,2019-01-20,117.5549281,123.0924412,123.7254707,115.9477573
ETH,2019-01-21,115.7333685,117.5546208,118.1063765,113.5182198
ETH,2019-01-22,118.2059598,115.733462,119.4316957,111.5413688
ETH,2019-01-23,116.3314967,117.8343338,118.8260132,115.0576305
ETH,2019-01-24,116.1124519,116.5487895,117.1012975,113.9071136
ETH,2019-01-25,115.2563719,116.4927725,117.135683,114.36117
ETH,2019-01-26,115.2436153,115.2563656,117.7671783,114.8544639
ETH,2019-01-27,112.6337305,115.2438412,115.6642687,110.7255844
ETH,2019-01-28,105.00828,111.4585952,112.3475302,100.8689102
ETH,2019-01-29,104.1371894,105.4232295,105.9885818,102.2851846
ETH,2019-01-30,107.5714899,104.1369391,109.2572739,102.9618629
ETH,2019-01-31,106.1733014,107.5141403,109.9469079,104.836687
ETH,2019-02-01,106.1211666,105.8107494,106.7926357,103.1805885
ETH,2019-02-02,106.7283216,106.1211678,107.3488817,105.1443238
ETH,2019-02-03,106.0944999,106.7092013,110.166227,104.7336032
ETH,2019-02-04,106.2401879,106.0331069,107.9000539,105.233206
ETH,2019-02-05,105.9936587,106.2401433,106.7151779,105.2543571
ETH,2019-02-06,103.9392121,106.0126809,106.3714783,100.2281067
ETH,2019-02-07,103.2855553,103.295652,104.7116365,102.7100567
ETH,2019-02-08,116.4289745,103.2859055,122.1893148,102.3980986
ETH,2019-02-09,117.848711,117.9527025,119.8365281,116.3853594
ETH,2019-02-10,120.3541791,117.8486112,121.1527323,114.8131007
ETH,2019-02-11,119.8905691,120.3544953,124.6101956,118.2158465
ETH,2019-02-12,120.2123398,119.90006,122.3045379,117.0696381
ETH,2019-02-13,120.4059778,120.9543782,124.978344,119.5683735
ETH,2019-02-14,119.8093875,120.4345757,123.0146428,119.0710362
ETH,2019-02-15,120.2850568,119.2897881,122.9850159,119.0954876
ETH,2019-02-16,122.2792165,120.2816441,123.4070221,120.1800621
ETH,2019-02-17,132.0913764,122.2830339,132.5506291,121.4280413
ETH,2019-02-18,142.6179951,132.0833333,146.9166314,131.1529605
ETH,2019-02-19,144.1606666,144.3135749,148.8948455,142.467722
ETH,2019-02-20,145.548254,144.1319613,147.116435,139.4673962
ETH,2019-02-21,142.8699894,145.5498059,148.192659,141.7698536
ETH,2019-02-22,146.6658012,144.2710962,147.2431931,142.4787667
ETH,2019-02-23,157.0470867,146.646476,158.7038543,145.0117552
ETH,2019-02-24,137.763891,157.0405027,164.8105504,133.5265434
ETH,2019-02-25,138.0371413,137.7391332,140.5764644,131.6922631
ETH,2019-02-26,135.7434191,138.0365834,138.3588512,133.3974162
ETH,2019-02-27,131.6677685,135.7713841,139.4785734,126.0432886
ETH,2019-02-28,134.8225062,131.6017073,137.6690331,131.3947799
ETH,2019-03-01,135.0662511,134.8221984,137.4061494,134.2014573
ETH,2019-03-02,131.3451771,134.7353162,135.520797,129.6586445
ETH,2019-03-03,130.3974612,132.147485,133.9691893,130.085624
ETH,2019-03-04,124.7250939,130.397338,130.5621235,122.2481348
ETH,2019-03-05,135.000572,125.1612073,137.414638,124.6598913
ETH,2019-03-06,137.084377,134.9907852,139.5835224,133.0811175
ETH,2019-03-07,136.8074624,137.0939127,139.491561,134.6826753
ETH,2019-03-08,132.361661,136.7882757,138.5675906,129.8461263
ETH,2019-03-09,136.0269174,132.7106301,137.8407867,132.2005986
ETH,2019-03-10,135.362074,136.3902091,136.9078854,133.4034303
ETH,2019-03-11,132.4076102,134.8044892,135.4373066,130.6559773
ETH,2019-03-12,132.8070687,132.4461884,134.3241247,127.4690417
ETH,2019-03-13,131.0407794,132.8068616,133.2914311,130.1662998
ETH,2019-03-14,131.3672841,131.0407794,134.2672075,128.8915679
ETH,2019-03-15,134.9901214,131.3674028,136.2490667,131.2485042
ETH,2019-03-16,140.5670429,134.990071,143.501283,134.9611651
ETH,2019-03-17,138.3158542,140.3810021,140.4071487,136.6650847
ETH,2019-03-18,137.3255003,138.3259516,141.1925474,135.73794
ETH,2019-03-19,137.6186421,136.9880793,138.7085004,136.3273095
ETH,2019-03-20,138.8187357,137.6183717,139.0857551,135.7446546
ETH,2019-03-21,134.8007697,138.5590736,139.0603972,132.3140785
ETH,2019-03-22,136.0194987,134.7910274,136.9953735,134.0564893
ETH,2019-03-23,136.4499004,135.7098432,137.6065983,135.5413046
ETH,2019-03-24,135.3985812,136.4499004,136.7817894,134.453531
ETH,2019-03-25,133.3026314,135.3987135,136.2429514,131.9485494
ETH,2019-03-26,133.4910765,133.3026314,134.0453117,131.8460825
ETH,2019-03-27,138.0700978,133.6068482,138.4396785,133.3502828
ETH,2019-03-28,137.3131883,138.0713549,139.6121758,136.9036614
ETH,2019-03-29,141.3032262,137.3131895,141.9577681,137.3054559
ETH,2019-03-30,141.9411062,142.9308879,145.3971303,140.1061778
ETH,2019-03-31,141.3437324,141.9411062,142.3020308,140.4430786
ETH,2019-04-01,141.7132481,141.3437324,143.4213246,139.6024912
ETH,2019-04-02,162.4298499,141.7131426,162.4298499,141.1391835
ETH,2019-04-03,164.7095956,162.4258216,178.7461975,161.3090185
ETH,2019-04-04,157.0412173,160.9538667,164.7657108,153.7237594
ETH,2019-04-05,165.9009262,157.0468402,168.4524558,156.4458813
ETH,2019-04-06,165.1570911,165.670146,173.1086202,160.5805099
ETH,2019-04-07,173.9915869,165.1570733,176.2497243,164.303237
ETH,2019-04-08,180.2351402,174.8922261,186.6640292,173.0594831
ETH,2019-04-09,176.1470907,180.2311269,181.0021667,173.97401
ETH,2019-04-10,176.9719357,176.1472962,184.5993879,170.9414177
ETH,2019-04-11,165.644294,177.6830928,177.8628853,160.3467721
ETH,2019-04-12,165.238241,165.5401782,167.3150712,159.6024532
