Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
ETH,2016-10-30,11.436444,10.53241,11.488986,10.327428
ETH,2016-10-31,10.675513,11.436444,11.436444,10.675513
ETH,2016-11-01,10.945551,10.675513,11.176957,10.393998
ETH,2016-11-02,10.842992,10.945551,11.244765,10.741093
ETH,2016-11-03,10.961917,10.842992,11.154254,10.819504
ETH,2016-11-04,11.017137,10.961917,11.232234,10.892181
ETH,2016-11-05,11.16351,11.017137,11.217157,10.957649
ETH,2016-11-06,10.967567,11.16351,11.220762,10.883521
ETH,2016-11-07,10.954777,10.967567,10.992399,10.834372
ETH,2016-11-08,10.461869,10.954777,10.957221,10.265133
ETH,2016-11-09,10.667821,10.461869,10.792037,10.328354
ETH,2016-11-10,10.435038,10.667821,10.700645,10.408232
ETH,2016-11-11,10.137763,10.435038,10.548486,10.108929
ETH,2016-11-12,10.118149,10.137763,10.39217,9.701741
ETH,2016-11-13,10.190739,10.118149,10.242183,9.928739
ETH,2016-11-14,9.899728,10.190739,10.190739,9.82965
ETH,2016-11-15,10.286643,9.899728,10.353018,9.889902
ETH,2016-11-16,10.043273,10.286643,10.345703,9.883454
ETH,2016-11-17,9.966889,10.043273,10.190974,9.862833
ETH,2016-11-18,9.660631,9.966889,9.982706,9.466756
ETH,2016-11-19,9.629214,9.660631,9.77834,9.572319
ETH,2016-11-20,9.60881,9.629214,9.680744,9.519424
ETH,2016-11-21,9.868597,9.60881,9.995708,9.523688
ETH,2016-11-22,9.776321,9.868597,10.210819,9.563599
ETH,2016-11-23,9.729471,9.776321,9.91712,9.692757
ETH,2016-11-24,9.28811,9.729471,9.729471,8.767927
ETH,2016-11-25,9.341233,9.28811,9.696314,9.185255
ETH,2016-11-26,9.224529,9.341233,9.417432,9.187882
ETH,2016-11-27,8.826192,9.224529,9.238704,8.705414
ETH,2016-11-28,8.453786,8.826192,8.888341,8.44028
ETH,2016-11-29,8.263665,8.453786,8.480839,7.812378
ETH,2016-11-30,8.527776,8.263665,8.67368,8.244343
ETH,2016-12-01,8.171604,8.527776,8.548497,8.15526
ETH,2016-12-02,7.970143,8.171604,8.19981,7.40339
ETH,2016-12-03,7.817933,7.970143,8.122727,7.606095
ETH,2016-12-04,7.529515,7.817933,7.90873,7.365549
ETH,2016-12-05,6.717527,7.529515,7.574757,6.433341
ETH,2016-12-06,7.531045,6.717527,7.874025,5.921911
ETH,2016-12-07,8.473844,7.531045,8.684225,7.333676
ETH,2016-12-08,8.20362,8.473844,8.819835,8.025071
ETH,2016-12-09,8.458332,8.20362,8.644157,8.15954
ETH,2016-12-10,8.119684,8.458332,8.497907,7.989191
ETH,2016-12-11,8.182465,8.119684,8.257124,8.077717
ETH,2016-12-12,8.42452,8.182465,8.584149,8.119063
ETH,2016-12-13,8.394537,8.42452,8.514608,8.318329
ETH,2016-12-14,8.195936,8.394537,8.440725,8.044697
ETH,2016-12-15,7.836525,8.195936,8.206139,7.694463
ETH,2016-12-16,7.709642,7.836525,7.892591,7.699776
ETH,2016-12-17,7.813304,7.709642,7.939579,7.495653
ETH,2016-12-18,7.735086,7.813304,7.926575,7.690697
ETH,2016-12-19,7.601047,7.735086,7.809061,7.55273
ETH,2016-12-20,7.675313,7.601047,7.74531,7.556619
ETH,2016-12-21,7.569866,7.675313,7.949815,7.533357
ETH,2016-12-22,7.601819,7.569866,7.800515,7.422918
ETH,2016-12-23,7.221961,7.601819,7.601819,7.041941
ETH,2016-12-24,7.256569,7.221961,7.381439,7.200651
ETH,2016-12-25,7.260191,7.256569,7.363132,7.054099
ETH,2016-12-26,7.303933,7.260191,7.344762,7.201598
ETH,2016-12-27,7.235181,7.303933,7.323447,7.058787
ETH,2016-12-28,8.111114,7.235181,8.159559,7.085939
ETH,2016-12-29,8.36334,8.111114,8.51807,7.934264
ETH,2016-12-30,8.013868,8.36334,8.479225,7.990425
ETH,2016-12-31,8.437012,8.013868,8.579513,7.95261
ETH,2017-01-01,8.212046,8.437012,8.454829,8.07402
ETH,2017-01-02,8.332855,8.212046,8.451337,8.109302
ETH,2017-01-03,10.435576,8.332855,10.480458,8.332855
ETH,2017-01-04,11.445979,10.435576,11.551621,10.261253
ETH,2017-01-05,9.956588,11.445979,11.551746,9.333461
ETH,2017-01-06,9.737254,9.956588,10.356583,9.476354
ETH,2017-01-07,10.001896,9.737254,10.161477,9.550739
ETH,2017-01-08,10.266545,10.001896,10.482916,9.917815
ETH,2017-01-09,10.485289,10.266545,10.886117,10.160361
ETH,2017-01-10,10.696117,10.485289,10.718015,10.276395
ETH,2017-01-11,9.401194,10.696117,10.719078,9.306466
ETH,2017-01-12,9.487749,9.401194,10.022636,9.153407
ETH,2017-01-13,9.598883,9.487749,9.717102,9.418757
ETH,2017-01-14,9.702505,9.598883,9.856681,9.49742
ETH,2017-01-15,9.663497,9.702505,9.847069,9.583018
ETH,2017-01-16,9.786222,9.663497,9.786222,9.497376
ETH,2017-01-17,10.333692,9.786222,10.561163,9.674241
ETH,2017-01-18,10.225847,10.333692,10.352994,9.826093
ETH,2017-01-19,10.500874,10.225847,10.625815,10.134024
ETH,2017-01-20,10.66865,10.500874,10.781268,10.500568
ETH,2017-01-21,10.9639,10.66865,10.992244,10.556973
ETH,2017-01-22,10.684885,10.9639,10.976513,10.552074
ETH,2017-01-23,10.699035,10.684885,10.843901,10.570305
ETH,2017-01-24,10.524163,10.699035,10.708827,10.47651
ETH,2017-01-25,10.505382,10.524163,10.557792,10.361204
ETH,2017-01-26,10.455241,10.505382,10.627169,10.371128
ETH,2017-01-27,10.483953,10.455241,10.534926,10.387379
ETH,2017-01-28,10.519501,10.483953,10.586944,10.385449
ETH,2017-01-29,10.40558,10.519501,10.552456,10.36141
ETH,2017-01-30,10.510549,10.40558,10.704383,10.380451
ETH,2017-01-31,10.710514,10.510549,10.773784,10.485255
ETH,2017-02-01,10.49782,10.710514,10.724779,10.420582
ETH,2017-02-02,10.663947,10.49782,10.838341,10.49782
ETH,2017-02-03,11.240959,10.663947,11.306775,10.547704
ETH,2017-02-04,11.27786,11.240959,11.3869,11.113591
ETH,2017-02-05,11.217052,11.27786,11.292164,11.090014
ETH,2017-02-06,11.331469,11.217052,11.359903,11.12636
ETH,2017-02-07,11.505409,11.331469,11.539611,11.331469
ETH,2017-02-08,11.403079,11.505409,11.527779,11.082082
ETH,2017-02-09,10.905312,11.403079,11.430615,10.446269
ETH,2017-02-10,11.21991,10.905312,11.363702,10.746563
ETH,2017-02-11,11.299272,11.21991,11.3967,11.142302
ETH,2017-02-12,11.280685,11.299272,11.365473,11.222616
ETH,2017-02-13,11.894969,11.280685,12.158671,11.132632
ETH,2017-02-14,12.681755,11.894969,13.443503,11.894969
ETH,2017-02-15,12.70062,12.681755,13.076179,12.572249
ETH,2017-02-16,12.784189,12.70062,12.927396,12.658899
ETH,2017-02-17,12.909267,12.784189,12.909267,12.668171
ETH,2017-02-18,12.886819,12.909267,12.935288,12.705714
ETH,2017-02-19,12.830235,12.886819,12.959944,12.734862
ETH,2017-02-20,12.562646,12.830235,12.87991,12.259448
ETH,2017-02-21,12.782024,12.562646,12.877094,12.513949
ETH,2017-02-22,12.71811,12.782024,12.851405,12.593217
ETH,2017-02-23,13.098521,12.71811,13.326826,12.663043
ETH,2017-02-24,13.194061,13.098521,13.30879,12.814862
ETH,2017-02-25,13.573991,13.194061,13.790784,13.140413
ETH,2017-02-26,14.706219,13.573991,14.720596,13.527597
ETH,2017-02-27,15.863437,14.706219,16.035658,14.466258
ETH,2017-02-28,15.76128,15.863437,16.043693,15.073632
ETH,2017-03-01,17.289049,15.76128,17.405764,15.592696
ETH,2017-03-02,20.235485,17.289049,20.449392,17.092352
ETH,2017-03-03,19.911787,20.235485,20.687836,18.388788
ETH,2017-03-04,18.920662,19.911787,20.068756,18.196824
ETH,2017-03-05,19.109602,18.920662,19.447878,18.399562
ETH,2017-03-06,19.342467,19.109602,20.13257,19.045734
ETH,2017-03-07,18.002569,19.342467,19.434647,17.917942
ETH,2017-03-08,16.932387,18.002569,18.623304,16.225021
ETH,2017-03-09,18.03119,16.932387,18.394961,16.682102
ETH,2017-03-10,18.952377,18.03119,19.517199,17.1718
ETH,2017-03-11,21.648475,18.952377,21.786357,18.909524
ETH,2017-03-12,24.637882,21.648475,24.874416,21.618904
ETH,2017-03-13,28.039033,24.637882,30.647523,24.594789
ETH,2017-03-14,28.521178,28.039033,29.870728,27.636649
ETH,2017-03-15,39.544387,28.521178,41.775065,28.426422
ETH,2017-03-16,47.540183,39.544387,48.263548,37.495155
ETH,2017-03-17,43.563357,47.540183,50.324124,37.288651
ETH,2017-03-18,37.976973,43.563357,43.563357,31.236382
ETH,2017-03-19,42.356981,37.976973,45.162028,36.803459
ETH,2017-03-20,43.451302,42.356981,45.166183,41.095066
ETH,2017-03-21,42.450104,43.451302,43.621792,41.598729
ETH,2017-03-22,41.088518,42.450104,42.713435,38.65205
ETH,2017-03-23,42.984147,41.088518,44.249224,40.336778
ETH,2017-03-24,50.379989,42.984147,53.865944,42.529626
ETH,2017-03-25,50.365804,50.379989,52.868296,47.922579
ETH,2017-03-26,51.413317,50.365804,51.663515,48.680025
ETH,2017-03-27,49.081083,51.413317,51.621777,47.96683
ETH,2017-03-28,52.407958,49.081083,52.855585,48.395779
ETH,2017-03-29,52.695111,52.407958,53.668441,50.927919
ETH,2017-03-30,49.745082,52.695111,53.151863,49.745082
ETH,2017-03-31,49.781778,49.745082,51.040304,47.129704
ETH,2017-04-01,50.422021,49.781778,51.786697,48.523031
ETH,2017-04-02,44.27212,50.422021,51.17352,39.704454
ETH,2017-04-03,43.743146,44.27212,47.409313,42.115697
ETH,2017-04-04,45.50185,43.743146,45.665543,41.356683
ETH,2017-04-05,44.820806,45.50185,47.203053,44.680941
ETH,2017-04-06,44.30351,44.820806,45.92454,40.939073
ETH,2017-04-07,44.339554,44.30351,45.547298,41.664568
ETH,2017-04-08,44.005367,44.339554,45.425618,43.769446
ETH,2017-04-09,44.090094,44.005367,44.87783,43.17865
ETH,2017-04-10,44.376748,44.090094,44.742171,42.949623
ETH,2017-04-11,44.060944,44.376748,44.551046,43.69506
ETH,2017-04-12,49.137396,44.060944,49.137396,43.681283
ETH,2017-04-13,49.104656,49.137396,51.25503,47.874173
ETH,2017-04-14,48.229629,49.104656,49.990213,47.455873
ETH,2017-04-15,49.721216,48.229629,50.307096,47.853301
ETH,2017-04-16,49.213228,49.721216,50.009993,48.826444
ETH,2017-04-17,50.192121,49.213228,50.348616,48.951589
ETH,2017-04-18,52.337063,50.192121,52.756924,49.880743
ETH,2017-04-19,49.91781,52.337063,52.856517,48.563498
ETH,2017-04-20,51.986983,49.91781,52.276436,49.835383
ETH,2017-04-21,51.278525,51.986983,52.241783,51.145228
ETH,2017-04-22,52.635354,51.278525,52.901889,51.148634
ETH,2017-04-23,53.604876,52.635354,53.936824,51.90719
ETH,2017-04-24,53.330552,53.604876,53.913078,52.994139
ETH,2017-04-25,53.917308,53.330552,54.258382,53.165818
ETH,2017-04-26,57.55117,53.917308,58.326857,53.479118
ETH,2017-04-27,69.292865,57.55117,70.539551,57.411803
ETH,2017-04-28,74.292294,69.292865,76.775614,66.383795
ETH,2017-04-29,75.037031,74.292294,75.875578,71.397834
ETH,2017-04-30,86.099496,75.037031,87.265268,74.022742
ETH,2017-05-01,84.480807,86.099496,87.510916,78.356506
ETH,2017-05-02,82.511277,84.480807,84.480807,80.281334
ETH,2017-05-03,86.292093,82.511277,86.292093,81.731162
ETH,2017-05-04,99.979653,86.292093,100.026072,86.292093
ETH,2017-05-05,94.44738,99.979653,100.8384,86.261576
ETH,2017-05-06,95.440527,94.44738,96.775756,91.007935
ETH,2017-05-07,92.249991,95.440527,98.375451,91.263387
ETH,2017-05-08,87.142343,92.249991,94.419758,86.104989
ETH,2017-05-09,89.864235,87.142343,90.345192,74.147195
ETH,2017-05-10,88.322378,89.864235,92.289736,86.495645
ETH,2017-05-11,90.112081,88.322378,99.6031,87.357055
ETH,2017-05-12,86.622737,90.112081,93.1231,85.041403
ETH,2017-05-13,90.033173,86.622737,93.8123,86.091389
ETH,2017-05-14,90.694035,90.033173,91.6201,88.337755
ETH,2017-05-15,92.590657,90.694035,95.4305,86.8292
ETH,2017-05-16,89.577718,92.590657,92.9333,83.944876
ETH,2017-05-17,91.339332,89.577718,91.984764,87.363749
ETH,2017-05-18,108.274908,91.339332,108.68795,90.5594
ETH,2017-05-19,127.267172,108.274908,133.641,104.262
ETH,2017-05-20,124.900392,127.267172,131.554,120.398172
ETH,2017-05-21,148.333874,124.900392,172.189,124.048795
ETH,2017-05-22,159.999428,148.333874,201.746,138.537739
ETH,2017-05-23,175.471684,159.999428,192.36,153.215315
ETH,2017-05-24,187.826425,175.471684,228.374,175.471684
ETH,2017-05-25,176.35396,187.826425,210.984,155.352088
ETH,2017-05-26,144.838435,176.35396,193.688,139.528775
ETH,2017-05-27,164.135585,144.838435,171.499,101.723915
ETH,2017-05-28,158.999202,164.135585,179.935,142.121116
ETH,2017-05-29,196.869683,158.999202,203.571,156.387386
ETH,2017-05-30,216.577291,196.869683,235.845,189.425817
ETH,2017-05-31,221.219432,216.577291,236.965,200.835481
ETH,2017-06-01,219.461977,221.219432,236.221,200.902823
ETH,2017-06-02,216.890385,219.461977,229.411,208.985545
ETH,2017-06-03,224.549544,216.890385,236.095,210.570802
ETH,2017-06-04,241.675036,224.549544,250.41,223.299262
ETH,2017-06-05,251.874861,241.675036,257.646,234.336529
ETH,2017-06-06,261.79265,251.874861,267.514,247.232244
ETH,2017-06-07,250.930389,261.79265,264.32,243.601026
ETH,2017-06-08,258.637335,250.930389,264.39,249.336729
ETH,2017-06-09,284.500258,258.637335,287.018,258.637335
ETH,2017-06-10,336.070318,284.500258,350.261,283.528195
ETH,2017-06-11,343.417647,336.070318,353.011,324.675325
ETH,2017-06-12,373.624676,343.417647,414.756,307.338643
ETH,2017-06-13,382.221369,373.624676,403.698,349.159737
ETH,2017-06-14,332.25862,382.221369,397.298,314.709422
ETH,2017-06-15,325.530517,332.25862,364.439,263.950642
ETH,2017-06-16,340.834591,325.530517,373.055,325.530517
ETH,2017-06-17,371.631992,340.834591,382.809,340.834591
ETH,2017-06-18,358.41611,371.631992,390.581,338.491915
ETH,2017-06-19,364.690598,358.41611,377.115,348.572752
ETH,2017-06-20,348.365734,364.690598,377.969,321.082212
ETH,2017-06-21,312.417589,348.365734,352.47,295.319174
ETH,2017-06-22,324.634294,312.417589,341.401,307.012302
ETH,2017-06-23,324.955093,324.634294,340.124,323.501042
ETH,2017-06-24,295.433814,324.955093,326.664084,285.388748
ETH,2017-06-25,283.581248,295.433814,305.47336,251.345197
ETH,2017-06-26,253.886743,283.581248,283.581248,207.751739
ETH,2017-06-27,272.763187,253.886743,279.891188,205.20802
ETH,2017-06-28,311.237618,272.763187,317.131738,258.276577
ETH,2017-06-29,288.277201,311.237618,318.41902,277.810747
ETH,2017-06-30,265.081169,288.277201,300.761212,262.951794
ETH,2017-07-01,246.574977,265.081169,275.05925,242.599616
ETH,2017-07-02,272.3068,246.574977,285.812648,246.190284
ETH,2017-07-03,279.09903,272.3068,284.137819,266.989364
ETH,2017-07-04,267.070981,279.09903,283.83019,260.815599
ETH,2017-07-05,264.97838,267.070981,270.613146,251.400964
ETH,2017-07-06,261.923616,264.97838,272.765213,260.849787
ETH,2017-07-07,237.417595,261.923616,265.079873,227.834402
ETH,2017-07-08,246.154278,237.417595,247.740251,232.642984
ETH,2017-07-09,233.466663,246.154278,248.206478,233.187074
ETH,2017-07-10,190.299095,233.466663,236.407827,189.573159
ETH,2017-07-11,185.848756,190.299095,207.215464,169.718979
ETH,2017-07-12,223.207956,185.848756,225.27559,185.848756
ETH,2017-07-13,197.906611,223.207956,224.022754,191.129784
ETH,2017-07-14,186.126286,197.906611,202.084117,180.881316
ETH,2017-07-15,168.194937,186.126286,191.542029,166.228925
ETH,2017-07-16,165.270026,168.194937,169.047964,138.588268
ETH,2017-07-17,180.626926,165.270026,195.027,160.166
ETH,2017-07-18,224.075703,180.626926,267.986,177.820779
ETH,2017-07-19,211.168405,224.075703,245.651,186.686804
ETH,2017-07-20,227.759647,211.168405,236.491212,200.36971
ETH,2017-07-21,221.32264,227.759647,238.17282,210.586751
ETH,2017-07-22,231.845107,221.32264,237.222465,220.227112
ETH,2017-07-23,227.009216,231.845107,232.618456,217.722
ETH,2017-07-24,223.985269,227.009216,229.753865,222.453
ETH,2017-07-25,198.355377,223.985269,225.320556,187.760161
ETH,2017-07-26,201.962879,198.355377,206.602,192.580932
ETH,2017-07-27,200.045871,201.962879,206.444,198.507216
ETH,2017-07-28,200.045871,200.045871,203.895,184.86
ETH,2017-07-29,202.356029,200.045871,209.394951,177.22758
ETH,2017-07-30,194.967731,202.356029,204.534,190.979107
ETH,2017-07-31,209.020204,194.967731,212.252,189.696378
ETH,2017-08-01,226.21304,209.020204,231.414931,205.389557
ETH,2017-08-02,218.789061,226.21304,227.081,215.529025
ETH,2017-08-03,225.307634,218.789061,228.292,218.789061
ETH,2017-08-04,226.980461,225.307634,228.45,219.708328
ETH,2017-08-05,258.638867,226.980461,270.328,226.076416
ETH,2017-08-06,266.935567,258.638867,272.385253,251.885531
ETH,2017-08-07,272.195838,266.935567,274.606735,260.591625
ETH,2017-08-08,315.197193,272.195838,318.716,270.154115
ETH,2017-08-09,292.309764,315.197193,317.437,276.69
ETH,2017-08-10,301.244641,292.309764,309.050269,292.056495
ETH,2017-08-11,312.508364,301.244641,317.320432,296.80854
ETH,2017-08-12,299.769888,312.508364,318.395264,273.275255
ETH,2017-08-13,300.184169,299.769888,306.807,287.549827
ETH,2017-08-14,291.731738,300.184169,305.747,290.446441
ETH,2017-08-15,286.240462,291.731738,299.093,269.319992
ETH,2017-08-16,300.231413,286.240462,305.870985,280.458278
ETH,2017-08-17,300.26119,300.231413,310.640425,297.909783
ETH,2017-08-18,300.26119,300.26119,307.96,287.581461
ETH,2017-08-19,300.26119,300.26119,301.667,283.095723
ETH,2017-08-20,300.26119,300.26119,301.306,290.289161
ETH,2017-08-21,321.648698,300.26119,346.061,299.090265
ETH,2017-08-22,323.718591,311.519,324.023343,299.114
ETH,2017-08-23,324.079054,323.569754,325.225219,315.951
ETH,2017-08-24,329.219,324.249225,330.613,318.554
ETH,2017-08-25,328.344,329.504,337.229285,325.425295
ETH,2017-08-26,333.282815,326.244232,337.797,325.89557
ETH,2017-08-27,345.424365,334.706,350.382989,333.168107
ETH,2017-08-28,349.155544,344.818063,349.899,334.684529
ETH,2017-08-29,373.224,349.394749,375.217135,348.953936
ETH,2017-08-30,380.711,374.33489,389.801656,362.877
ETH,2017-08-31,393.598029,380.711,394.319979,377.566
ETH,2017-09-01,380.195042,393.364916,394.322096,375.149
ETH,2017-09-02,351.142,379.801,380.514016,326.200376
ETH,2017-09-03,340.967,351.256,368.852865,332.366
ETH,2017-09-04,278.695779,341.746,345.410634,268.285
ETH,2017-09-05,325.847,279.047552,332.906834,277.585
ETH,2017-09-06,327.608852,323.899,340.826489,315.403
ETH,2017-09-07,330.423336,323.704,338.222951,320.996
ETH,2017-09-08,298.551691,330.578406,334.349877,286.272
ETH,2017-09-09,285.779,299.508431,307.648421,284.42
ETH,2017-09-10,307.004387,285.237,308.374021,268.973
ETH,2017-09-11,303.14889,307.415363,307.415363,287.121
ETH,2017-09-12,275.953343,303.112275,316.221878,275.953343
ETH,2017-09-13,269.499271,276.445187,284.201,257.476849
ETH,2017-09-14,234.476,269.9012,274.619825,221.807845
ETH,2017-09-15,261.416097,237.305935,265.756902,198.346
ETH,2017-09-16,250.673679,261.224042,270.223553,238.246
ETH,2017-09-17,275.071,250.643088,283.52919,237.409
ETH,2017-09-18,289.487554,274.527,299.637876,273.191
ETH,2017-09-19,281.741,288.745786,292.281439,275.742
ETH,2017-09-20,280.857901,280.64365,293.65059,277.42557
ETH,2017-09-21,265.706093,280.215775,286.988825,251.863593
ETH,2017-09-22,262.581067,265.692865,270.54,254.033138
ETH,2017-09-23,294.103129,264.216,294.103129,263
ETH,2017-09-24,286.041,293.614132,293.614132,276.450702
ETH,2017-09-25,293.588732,287.250274,296.745535,286.218
ETH,2017-09-26,289.988,291.583,294.985491,286.82
ETH,2017-09-27,308.083549,291.75562,312.327776,289.043
ETH,2017-09-28,280.586093,309.028218,310.093621,280.586093
ETH,2017-09-29,295.748,282.168181,300.02484,280.801
ETH,2017-09-30,299.745244,295.775,306.775747,295.208
ETH,2017-10-01,300.724,299.340473,305.383295,295.786002
ETH,2017-10-02,300.062,300.582,302.792997,294.047162
ETH,2017-10-03,292.847181,299.9941,300.111,286.631791
ETH,2017-10-04,289.300806,292.806751,297.98,288.830349
ETH,2017-10-05,295.510772,289.682534,297.83,286.942498
ETH,2017-10-06,309.599509,296.049,313.796581,295.197577
ETH,2017-10-07,311.17,309.317451,313.074003,304.60206
ETH,2017-10-08,305.448397,311.067,313.558634,305.448397
ETH,2017-10-09,297.253365,304.967137,310.073853,287.159176
ETH,2017-10-10,301.203155,297.728,306.154,296.137611
ETH,2017-10-11,307.345873,302.117,307.881466,297.096812
ETH,2017-10-12,301.993368,307.460349,309.340445,299.657
ETH,2017-10-13,340.097,303.411,348.014,302.34382
ETH,2017-10-14,337.745026,340.190794,347.819,337.085506
ETH,2017-10-15,333.52,338.41,348.611313,321.169577
ETH,2017-10-16,328.230574,333.52,352.149528,326.385242
ETH,2017-10-17,307.068,328.123703,331.094325,306.189133
ETH,2017-10-18,312.490756,307.01689,316.346993,288.56011
ETH,2017-10-19,307.136835,312.622566,314.625,304.777633
ETH,2017-10-20,301.047,307.136835,311.425,300.68
ETH,2017-10-21,303.938,300.587,305.502,291.768
ETH,2017-10-22,293.715,303.591,303.591,292.797
ETH,2017-10-23,301.668,293.56,310.648,277.575
ETH,2017-10-24,293.334,301.911,311.958,290.718
ETH,2017-10-25,298.362,294.671,301.849,294.499
ETH,2017-10-26,297.538,298.318,301.066,295.223
ETH,2017-10-27,295.573,297.92,299.256,294.059
ETH,2017-10-28,298.196,295.544,300.357,293.585
ETH,2017-10-29,307.502,297.97,313.755,297.703
ETH,2017-10-30,308.991,307.666,310.18,305.308
ETH,2017-10-31,304.109,308.915,310.548,304.009
ETH,2017-11-01,288.606,303.9,306.236,281.295
ETH,2017-11-02,288.383,288.326,293.012,281.172
ETH,2017-11-03,297.047,288.581,308.313,288.256
ETH,2017-11-04,300.013,297.072,304.443,297.072
ETH,2017-11-05,293.717,300.289,301.371,293.717
ETH,2017-11-06,300.794,294.437,305.415,294.109
ETH,2017-11-07,297.076,300.796,304.842,290.767
ETH,2017-11-08,311.094,297.296,318.702,297.192
ETH,2017-11-09,320.091,311.882,329.452,311.842
ETH,2017-11-10,303.473,319.673,324.718,294.542
ETH,2017-11-11,310.175,303.762,319.453,298.192
ETH,2017-11-12,313.839,310.665,328.415,298.898
ETH,2017-11-13,320.717,313.766,322.929,310.13
ETH,2017-11-14,336.541,319.687,340.177,318.751
ETH,2017-11-15,329.881,337.307,340.912,329.214
ETH,2017-11-16,331.429,329.857,336.159,323.606
ETH,2017-11-17,330.418,330.911,334.964,327.523
ETH,2017-11-18,348.659,330.3,349.616,328.996
ETH,2017-11-19,357.437,348.841,371.291,348.055
ETH,2017-11-20,353.267,356.872,372.47,353.005
ETH,2017-11-21,363.873,352.447,371.292,350.693
ETH,2017-11-22,380.117,364.223,383.45,362.481
ETH,2017-11-23,412.698,379.808,425.548,379.611
ETH,2017-11-24,468.032,411.802,485.192,404.166
ETH,2017-11-25,458.239,467.668,476.611,457.159
ETH,2017-11-26,485.869,456.84,485.869,451.606
ETH,2017-11-27,481.476,487.166,493.405,469.516
ETH,2017-11-28,487.591,482.186,492.069,470.671
ETH,2017-11-29,461.168,487.768,522.307,425.071
ETH,2017-11-30,442.01,460.728,463.664,402.423
ETH,2017-12-01,462.452,441.372,474.322,428.312
ETH,2017-12-02,465.248,462.991,476.239,456.653
ETH,2017-12-03,468.909,465.972,482.814,451.852
ETH,2017-12-04,466.939,468.58,474.777,453.312
ETH,2017-12-05,451.526,466.336,473.558,450.192
ETH,2017-12-06,438.609,450.414,455.868,419.387
ETH,2017-12-07,430.981,439.096,440.916,414.411
ETH,2017-12-08,472.516,431.816,473.568,426.657
ETH,2017-12-09,436.93,475.203,504.147,429.514
ETH,2017-12-10,460.265,439.83,464.587,435.153
ETH,2017-12-11,533.388,459.477,553.188,459.477
ETH,2017-12-12,613.891,534.177,661.995,523.317
ETH,2017-12-13,752.374,613.965,753.121,613.965
ETH,2017-12-14,667.289,752.247,752.247,621.061
ETH,2017-12-15,701.215,664.922,718.385,643.336
ETH,2017-12-16,725.283,700.346,728.547,680.786
ETH,2017-12-17,715.512,722.86,735.825,689.231
ETH,2017-12-18,826.545,715.456,830.271,710.29
ETH,2017-12-19,803.122,826.219,881.944,756.004
ETH,2017-12-20,869.818,803.842,870.356,773.015
ETH,2017-12-21,729.609,869.814,880.543,685.558
ETH,2017-12-22,729.407,736.576,748.342,543.762
ETH,2017-12-23,677.993,729.706,763.895,669.188
ETH,2017-12-24,750.11,681.26,751.965,614.922
ETH,2017-12-25,771.967,747.88,786.79,742.964
ETH,2017-12-26,783.7,771.125,786.672,763.071
ETH,2017-12-27,739.085,784.138,789.253,712.097
ETH,2017-12-28,754.482,734.599,757.459,701.187
ETH,2017-12-29,705.097,755.431,770.117,694.82
ETH,2017-12-30,719.827,704.083,729.286,685.231
ETH,2017-12-31,761.079,720.228,761.079,712.874
ETH,2018-01-01,865.012,762.258,914.83,750.115
ETH,2018-01-02,884.858,857.346,911.367,851.788
ETH,2018-01-03,947.321,884.825,974.471,868.451
ETH,2018-01-04,1038.38,949.291,1058.52,947.901
ETH,2018-01-05,1012.87,1049.06,1075.39,956.325
ETH,2018-01-06,1086.05,1016.75,1100.26,1016.19
ETH,2018-01-07,1261.41,1089.65,1263.61,1089.65
ETH,2018-01-08,1219.73,1266.93,1266.93,1016.05
ETH,2018-01-09,1405.21,1221.62,1405.21,1160.04
ETH,2018-01-10,1149.06,1402.87,1417.38,1149.06
ETH,2018-01-11,1205.84,1160.93,1253.82,1120.09
ETH,2018-01-12,1299.95,1211.78,1304.29,1197.74
ETH,2018-01-13,1358.78,1300.09,1432.88,1298.28
ETH,2018-01-14,1345.07,1359.8,1390.59,1286.21
ETH,2018-01-15,1244.83,1346.56,1360.36,1230.98
ETH,2018-01-16,987.103,1245.76,1245.76,875.545
ETH,2018-01-17,1004.16,994.671,1077.35,780.922
ETH,2018-01-18,1025.69,1004.84,1100.31,967.759
ETH,2018-01-19,1076.94,1038.09,1093.22,1025.22
ETH,2018-01-20,1126.83,1081.79,1167.11,1081.79
ETH,2018-01-21,1069.17,1124.84,1124.84,1021.5
ETH,2018-01-22,996.166,1070.41,1089.1,930.741
ETH,2018-01-23,970.868,997.655,1023.23,920.54
ETH,2018-01-24,1088.43,969.401,1104.66,969.401
ETH,2018-01-25,1066.74,1091.72,1099.2,1034.74
ETH,2018-01-26,1057.04,1067.67,1075.86,996.784
ETH,2018-01-27,1147.66,1056.87,1147.66,1052.41
ETH,2018-01-28,1222.23,1150.44,1257.77,1148.98
ETH,2018-01-29,1160.35,1224.79,1226.66,1136.88
ETH,2018-01-30,1066.72,1159.91,1183.79,1034.5
ETH,2018-01-31,1143.47,1069.38,1161.35,1058.32
ETH,2018-02-01,956.065,1145.25,1157.44,955.428
ETH,2018-02-02,881.151,954.463,966.237,757.98
ETH,2018-02-03,952.92,876.881,991.943,868.231
ETH,2018-02-04,834.563,951.605,969.032,805.064
ETH,2018-02-05,597.362,834.563,849.821,597.362
ETH,2018-02-06,748.825,596.145,796.439,574.419
ETH,2018-02-07,819.749,755.164,851.2,735.621
